request,createdAt,quantity,value,status,material_id,group_id,classification_id
4587103811,2025-08-08T18:26:44,520,6165.94,APPROVED,15ddc72a-7103-4a88-a951-49c5aa75affd,1,4000
4503978496,2025-07-04T12:44:08,563,6455.13,QUOTATION,8ca5ca23-a910-469b-aec1-73bd31d74ba2,3,3000
4586321286,2025-10-15T16:09:04,488,3825.97,WAITING,0b319577-4ab0-4684-b112-b27aad212cb1,1,2000
4513532234,2025-07-14T04:18:10,159,3660.42,QUOTATION,de541e55-b7b6-404a-8ce0-a6f1ea925750,1,1000
4531007743,2025-07-23T21:27:27,473,2853.55,REJECTED,9567383e-1921-4683-803b-509faa2bc9d5,3,4000
4515991200,2025-09-13T21:43:58,422,2824.33,WAITING,31ac60a6-1bc1-442c-ae10-4a420f770538,1,1000
4583407450,2025-07-05T15:08:05,894,6336.2,QUOTATION,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,5,4000
4518385664,2025-10-24T13:56:33,83,1882.56,REJECTED,3ee51816-f540-45e6-8401-474c5df84e78,2,4000
4561542518,2025-07-11T09:31:37,311,1769.69,QUOTATION,e069016d-d217-4fbc-b438-1e8790b731fb,2,4000
4565918130,2025-11-25T06:15:53,787,7151.76,APPROVED,cea90057-5542-4a9f-8ad8-2fa263b39b7b,5,2000
4570473960,2025-06-28T18:47:16,227,8416.25,APPROVED,3341d7ea-5bed-42e4-82c2-18d0adfbcdf1,1,2000
4513745914,2025-10-02T07:05:36,439,9500.63,QUOTATION,0a58bce2-1697-4c89-b568-ae280f33f982,5,2000
4559745490,2025-10-14T22:17:07,157,9756.75,REJECTED,c40f8a37-9024-4fcd-80a6-7917301ba6bd,5,1000
4548777184,2025-09-13T01:16:30,372,6696.93,WAITING,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,1,1000
4572842754,2025-08-02T03:20:46,930,1990.24,APPROVED,35672019-b6d1-42b4-b906-8819b248182e,5,1000
4518103747,2025-10-10T03:27:49,696,6420.67,REJECTED,aa51a37d-2867-459b-8885-b5c8b161616a,3,4000
4568108708,2025-10-20T04:04:13,959,5915.17,REJECTED,5257f4f1-580e-4eb3-89f9-6cae458e4509,3,1000
4510993767,2025-09-13T13:38:50,267,65.96,REJECTED,3c65561d-5119-4985-87e7-48965fe9f62c,5,2000
4521691526,2025-07-11T07:14:08,884,8474.67,APPROVED,6cc3c3b9-23fa-4969-8791-af89dedc62c9,3,2000
4589535151,2025-09-23T10:05:46,335,6158.83,REJECTED,975480d4-8c15-44ba-8c55-a9938bdaa2c4,4,3000
4562867973,2025-08-18T03:19:13,890,8341.56,WAITING,da731710-48f7-4c02-8dd6-917ff4c62e3b,4,1000
4524851468,2025-11-26T13:55:25,506,6851.94,QUOTATION,2c7b9d8a-6b92-4a21-a03e-024e434a203d,1,4000
4529647361,2025-11-26T16:30:29,869,8783.35,QUOTATION,5c250769-58e7-4a67-92b8-05566aab2cd0,3,3000
4586876161,2025-09-06T17:27:52,425,4567.79,REJECTED,41e46c83-90d4-4836-a022-b900a018b3fa,3,1000
4545238606,2025-11-02T00:37:00,211,184.91,WAITING,6c55f239-a4f0-4edd-afe8-02d129db9eda,5,3000
4582458678,2025-06-03T04:10:43,131,4754.18,APPROVED,01bb5e4b-33d3-4db2-85a2-499f5c9e31b4,3,1000
4534096062,2025-07-18T01:59:15,879,7005.07,WAITING,fcc9df1e-2761-4b55-8f60-015b21066d78,1,2000
4586621531,2025-07-07T06:16:18,698,9520.19,REJECTED,0439439c-8945-42c4-b079-5340d85df97c,3,3000
4509690485,2025-10-15T21:03:03,524,819.04,APPROVED,8ca5ca23-a910-469b-aec1-73bd31d74ba2,5,1000
4595461986,2025-09-01T09:48:51,58,8930.68,QUOTATION,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,2,4000
4549912817,2025-11-28T20:16:16,573,8837.2,APPROVED,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,1,4000
4538252230,2025-11-03T06:02:07,890,2595.94,WAITING,110f8801-eea1-420d-98e6-dd439569747b,2,4000
4579644919,2025-06-17T11:54:24,260,9305.58,REJECTED,fcc9df1e-2761-4b55-8f60-015b21066d78,1,3000
4538056534,2025-07-12T20:16:00,709,7947.7,APPROVED,110f8801-eea1-420d-98e6-dd439569747b,5,3000
4561645743,2025-06-21T17:29:41,238,4633.15,REJECTED,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,2,2000
4565563194,2025-11-11T14:05:58,555,3249.86,APPROVED,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,3,4000
4582134888,2025-07-16T19:29:46,154,9673.62,REJECTED,ea38b7e1-b488-4873-ab04-3066d219b434,5,3000
4573813122,2025-07-24T03:30:50,508,8553.42,REJECTED,5257f4f1-580e-4eb3-89f9-6cae458e4509,4,1000
4516321125,2025-08-25T21:51:53,827,9711.88,QUOTATION,611eefb3-ef38-4a2e-831a-15aff1dde8f8,5,2000
4517236401,2025-06-15T08:54:03,810,3352.33,QUOTATION,611eefb3-ef38-4a2e-831a-15aff1dde8f8,5,2000
4598067301,2025-07-12T19:12:50,396,4378.82,WAITING,35672019-b6d1-42b4-b906-8819b248182e,4,2000
4596892917,2025-10-17T14:43:32,496,7680.31,QUOTATION,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,2,1000
4559093935,2025-11-23T03:01:43,518,72.99,REJECTED,b020551c-5fe7-45ea-881a-6fa78332362d,4,2000
4572779043,2025-07-09T06:42:33,372,9011.32,REJECTED,84aadcf6-499b-4416-9a35-3e546eb39a5c,1,3000
4586984568,2025-10-28T22:37:44,20,5346.45,REJECTED,ce1eeb99-74a8-4547-b95c-345102c07d21,2,1000
4535915646,2025-10-02T08:58:51,14,9811.93,QUOTATION,05767575-2944-4457-9aa7-06e1dae2ae25,3,4000
4515575085,2025-09-21T23:00:53,924,5027.36,REJECTED,a1a6e723-19c6-46fd-a584-917efe27f127,4,2000
4584639274,2025-07-06T20:49:30,416,4941.87,WAITING,9c7454a7-b80c-4d19-b841-4c0343b75add,2,3000
4593235532,2025-09-12T00:35:34,652,8367.17,REJECTED,37bf8863-0046-49cb-a72c-f7e41661214b,4,2000
4592411805,2025-07-01T13:38:54,693,4318.73,REJECTED,f6979cad-3c89-4280-985d-d7f07aaa8c2b,1,3000
4521817892,2025-09-27T09:26:53,99,4332.04,APPROVED,3ee51816-f540-45e6-8401-474c5df84e78,3,3000
4547611812,2025-06-10T17:17:04,865,4152.17,REJECTED,fe53d2be-049c-47fa-871a-c4a8b1a10e40,1,1000
4530328482,2025-11-16T04:37:18,512,6289.59,WAITING,bcebc30c-15e5-48e2-9c32-c86d886f82a0,2,4000
4524937687,2025-10-11T21:02:58,319,8519.28,REJECTED,834a14f7-cbd7-4220-9587-cd61c93c8253,5,4000
4523279082,2025-10-17T15:25:55,519,9934.7,WAITING,e7ba4d18-37bf-472c-9d3a-7756c21a55c9,3,2000
4509548815,2025-09-01T21:23:13,303,8390.91,WAITING,0439439c-8945-42c4-b079-5340d85df97c,2,4000
4573642352,2025-08-22T12:30:55,767,576.71,APPROVED,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,2,2000
4579389547,2025-06-17T19:09:35,737,6561.77,WAITING,62117371-6664-4e90-9e4c-e3939789c81a,5,1000
4596264883,2025-08-05T12:24:37,417,2454.99,APPROVED,dbce3e63-1a5c-4595-a1f9-d09c3d978567,2,2000
4573119074,2025-09-08T07:17:10,367,1122.74,WAITING,77b34563-244c-46da-b014-af1a9c7fa9e4,2,1000
4504233108,2025-06-01T06:07:08,358,9480.28,APPROVED,f6dd041e-f994-407c-9a1b-2ee8a39b9b25,1,4000
4567887012,2025-08-12T17:46:37,423,9151.15,REJECTED,834a14f7-cbd7-4220-9587-cd61c93c8253,3,4000
4598151058,2025-08-03T18:51:04,543,2218.54,APPROVED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,5,2000
4510774190,2025-09-10T14:01:34,10,1316.49,QUOTATION,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,5,1000
4590514873,2025-10-02T17:54:12,127,411.24,WAITING,0f7e95f4-4fb9-4987-a1e1-5264880e721e,2,3000
4526996984,2025-07-24T10:02:06,65,9890.88,APPROVED,0a58bce2-1697-4c89-b568-ae280f33f982,2,3000
4530501006,2025-06-03T22:18:51,464,5220.47,REJECTED,915bda23-d2b3-4bab-9d3b-0b701beb76fa,5,2000
4520165412,2025-07-16T01:05:31,701,7016.45,APPROVED,4a2d279e-2495-496f-80d9-bc5a45e3b6b4,1,1000
4504232594,2025-06-19T13:51:13,197,182.08,WAITING,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,4,1000
4594481531,2025-09-14T15:28:14,232,7721.75,APPROVED,a4926703-442b-4179-808a-04de7d4e1015,5,3000
4525223075,2025-08-15T00:58:27,762,9172.5,WAITING,aa51a37d-2867-459b-8885-b5c8b161616a,4,3000
4550361294,2025-07-18T15:35:48,12,479.56,REJECTED,74d238f7-61d4-41c6-9d51-b05f2eddcb36,4,1000
4541871604,2025-10-03T17:27:01,673,4843.25,REJECTED,31ac60a6-1bc1-442c-ae10-4a420f770538,4,1000
4529030763,2025-10-17T09:47:48,457,3656.96,QUOTATION,0439439c-8945-42c4-b079-5340d85df97c,4,3000
4590178917,2025-11-03T17:50:11,937,8302.32,APPROVED,56ae9e46-c0b2-46ca-b51d-5686e00ce4a6,5,3000
4508874352,2025-07-05T11:20:46,380,6088.5,WAITING,da731710-48f7-4c02-8dd6-917ff4c62e3b,3,3000
4548811729,2025-10-01T23:03:38,565,618.19,REJECTED,c40f8a37-9024-4fcd-80a6-7917301ba6bd,2,4000
4596613284,2025-08-25T01:34:20,56,3971.91,WAITING,4a2d279e-2495-496f-80d9-bc5a45e3b6b4,1,1000
4560829795,2025-10-28T06:43:57,84,4769.39,REJECTED,5257f4f1-580e-4eb3-89f9-6cae458e4509,2,3000
4512292369,2025-06-02T02:03:15,60,3484.07,APPROVED,d5b6a98e-464a-4e85-ad1c-7fd6be7df835,2,4000
4584306627,2025-07-21T14:58:16,319,266.69,APPROVED,8ca5ca23-a910-469b-aec1-73bd31d74ba2,5,4000
4505422782,2025-07-21T07:09:38,593,2655.67,APPROVED,611eefb3-ef38-4a2e-831a-15aff1dde8f8,3,2000
4577403992,2025-09-27T15:35:03,356,9728.74,WAITING,fe53d2be-049c-47fa-871a-c4a8b1a10e40,1,3000
4569862643,2025-08-19T05:05:41,944,887.12,REJECTED,ba5b8587-5d45-44ac-9e4e-16cb4b3afecc,4,3000
4565662917,2025-10-01T22:42:07,133,194.72,REJECTED,3d3527a9-4ef5-45d5-83c2-4178789f9921,1,3000
4551879804,2025-06-12T13:56:55,70,5764.36,REJECTED,05767575-2944-4457-9aa7-06e1dae2ae25,3,3000
4594254127,2025-08-03T06:58:59,369,1239.83,REJECTED,bf599d91-442c-4e09-b5ae-b9f08a417d11,1,4000
4564831497,2025-09-18T05:01:49,359,3657.75,APPROVED,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,5,2000
4586990394,2025-06-25T10:40:27,329,6594.25,APPROVED,9a109dc4-7be3-4aec-94bb-ede38f79ae14,4,1000
4552218699,2025-10-14T01:15:14,699,3981.0,REJECTED,791660af-f0db-4fbd-a3a4-86bd38182556,3,3000
4559519369,2025-08-20T06:26:15,810,4280.85,APPROVED,bf599d91-442c-4e09-b5ae-b9f08a417d11,2,3000
4537325233,2025-07-05T19:23:42,729,2788.52,APPROVED,51991c98-a328-457f-a862-0962b2d30ddc,5,4000
4573735850,2025-09-08T17:16:56,761,7968.06,WAITING,0e752cfe-75ff-427d-8214-57710b509b33,2,3000
4560363056,2025-10-28T21:45:28,747,2760.2,APPROVED,de541e55-b7b6-404a-8ce0-a6f1ea925750,4,3000
4516143569,2025-08-16T08:00:25,29,3225.82,APPROVED,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,2,2000
4500209659,2025-10-28T01:09:25,827,1647.49,REJECTED,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,4,3000
4572421409,2025-06-11T16:49:55,285,1554.06,APPROVED,611eefb3-ef38-4a2e-831a-15aff1dde8f8,3,4000
4502687761,2025-11-21T10:01:02,154,4041.6,QUOTATION,daffc87a-fdb5-424e-9155-782c6cd1b731,4,1000
4558907369,2025-10-22T02:37:39,580,2845.34,WAITING,9fc109ea-2585-4c23-9329-2ccda2d964eb,1,3000
4546369661,2025-06-25T15:45:36,234,8141.27,REJECTED,2ab670e8-49e3-4a95-9871-d937f77b5927,5,3000
4562847319,2025-08-02T13:20:05,454,2516.44,QUOTATION,384bae62-8ba8-4cac-b8ad-3df4e68bcafa,5,1000
4593587398,2025-09-17T12:53:33,168,3667.46,QUOTATION,12a301b9-4c71-4181-a853-d29be7b6bd18,4,3000
4569327133,2025-09-18T23:32:39,770,1801.2,APPROVED,e069016d-d217-4fbc-b438-1e8790b731fb,4,4000
4516056858,2025-10-24T05:55:47,558,8510.41,REJECTED,6c55f239-a4f0-4edd-afe8-02d129db9eda,5,1000
4562604576,2025-07-02T10:39:46,930,9001.49,APPROVED,834a14f7-cbd7-4220-9587-cd61c93c8253,4,2000
4548191839,2025-09-04T09:59:29,528,8007.94,WAITING,2cf52c48-a37c-4244-a030-3fe16c443ecd,2,3000
4504124134,2025-09-02T02:29:12,972,7136.91,REJECTED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,3,3000
4521971389,2025-09-05T10:20:54,378,1631.45,QUOTATION,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,1,4000
4543227061,2025-11-06T11:10:48,720,7278.74,QUOTATION,4029508a-afa4-4faf-b175-4bb65b8a4dbb,5,3000
4549568846,2025-07-04T23:02:41,604,8510.67,APPROVED,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,1,4000
4597614651,2025-06-01T10:01:03,396,5908.9,REJECTED,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,3,4000
4517134727,2025-08-15T12:36:58,481,1926.88,WAITING,8df0c99e-2745-44ae-94ee-ad79cb114fdb,1,3000
4537641900,2025-10-12T12:07:29,342,4299.47,WAITING,ce1eeb99-74a8-4547-b95c-345102c07d21,4,3000
4509259199,2025-08-13T13:02:00,942,7756.74,QUOTATION,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,4,4000
4540917569,2025-07-01T11:11:48,52,959.12,REJECTED,12a301b9-4c71-4181-a853-d29be7b6bd18,2,1000
4577713208,2025-10-13T07:44:09,895,7066.84,QUOTATION,f6979cad-3c89-4280-985d-d7f07aaa8c2b,3,1000
4561953777,2025-10-07T00:20:32,973,6620.24,APPROVED,0e752cfe-75ff-427d-8214-57710b509b33,1,4000
4551667224,2025-10-19T04:33:18,59,1035.2,QUOTATION,915bda23-d2b3-4bab-9d3b-0b701beb76fa,5,2000
4535739742,2025-06-10T21:39:18,264,664.91,WAITING,d0d94739-009d-44aa-ae3d-8c35a65083c5,1,2000
4593654286,2025-06-15T09:07:53,83,280.32,WAITING,f524f9ee-95cb-4e66-a6c1-b58f8296e7f3,1,4000
4552378250,2025-07-09T19:06:13,871,8089.29,WAITING,dbce3e63-1a5c-4595-a1f9-d09c3d978567,5,3000
4569149021,2025-11-01T00:23:25,767,2598.4,REJECTED,ba3d4978-80db-4a12-9f06-e4c698936184,1,1000
4526944441,2025-09-23T15:44:30,663,6043.48,WAITING,cf11fe2a-443a-44e9-96b0-e6b91ddfa87d,1,1000
4542238293,2025-09-02T14:56:57,862,5566.94,QUOTATION,fcc9df1e-2761-4b55-8f60-015b21066d78,5,3000
4540421290,2025-11-11T01:24:27,601,9487.59,REJECTED,bf599d91-442c-4e09-b5ae-b9f08a417d11,5,2000
4507758302,2025-06-03T00:01:37,402,7794.34,REJECTED,84aadcf6-499b-4416-9a35-3e546eb39a5c,2,1000
4569565671,2025-07-20T13:01:37,495,328.14,WAITING,9567383e-1921-4683-803b-509faa2bc9d5,5,1000
4560283707,2025-07-10T09:52:25,404,4018.78,APPROVED,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,2,4000
4504888270,2025-08-02T03:41:04,117,9168.11,REJECTED,3d3527a9-4ef5-45d5-83c2-4178789f9921,1,1000
4587398974,2025-11-06T09:08:21,622,9874.79,WAITING,fe53d2be-049c-47fa-871a-c4a8b1a10e40,2,1000
4534820708,2025-08-23T16:24:30,210,4665.72,WAITING,b577718c-a2a9-4f8a-a41c-7cac0d102aab,3,1000
4506686702,2025-09-01T13:58:29,540,7337.73,WAITING,f6dd041e-f994-407c-9a1b-2ee8a39b9b25,1,1000
4519152570,2025-06-20T02:31:31,154,8982.89,REJECTED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,1,2000
4505918869,2025-06-17T00:08:27,425,1545.75,REJECTED,bf599d91-442c-4e09-b5ae-b9f08a417d11,5,1000
4517837208,2025-09-24T21:25:22,563,1955.74,APPROVED,3d3527a9-4ef5-45d5-83c2-4178789f9921,1,2000
4543564907,2025-06-19T08:49:17,514,3039.42,APPROVED,68681084-7b12-4fd9-9704-7da3802cb451,4,3000
4505549663,2025-10-12T07:23:52,67,3777.28,APPROVED,2c6e3cb9-21cb-4de6-ae38-f117a3cbdfe2,4,2000
4589058339,2025-07-11T09:40:44,989,1766.1,APPROVED,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,4,4000
4540349764,2025-07-07T17:00:54,194,7671.98,WAITING,17dffc12-ac1a-44ed-ad09-3c824851c624,2,1000
4516094586,2025-06-23T04:42:25,678,2541.5,APPROVED,de541e55-b7b6-404a-8ce0-a6f1ea925750,5,2000
4523539083,2025-10-21T04:38:42,962,5675.48,APPROVED,fcc9df1e-2761-4b55-8f60-015b21066d78,5,2000
4554775468,2025-11-10T21:55:14,789,600.98,APPROVED,fffeaf8f-4b6b-4357-a309-89f4769c36da,2,2000
4598563787,2025-07-20T04:57:07,430,6302.22,WAITING,bf599d91-442c-4e09-b5ae-b9f08a417d11,3,1000
4539864198,2025-07-11T01:04:17,168,9159.84,QUOTATION,d4dbba0a-2b26-4233-9017-bb25b2e860f3,3,1000
4567771099,2025-08-12T17:40:34,504,465.39,APPROVED,41f3b33b-8871-42fd-90d5-1d1d9f2d5aed,3,3000
4589884123,2025-10-13T19:25:52,798,4708.47,REJECTED,82ebf1b0-6982-4deb-ac51-c7a6d0a68c5d,2,4000
4554458936,2025-07-12T12:50:02,373,9251.33,WAITING,791660af-f0db-4fbd-a3a4-86bd38182556,2,2000
4597952754,2025-09-15T13:34:38,803,5583.19,QUOTATION,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,3,4000
4574420847,2025-08-02T15:09:40,323,3994.46,APPROVED,01bb5e4b-33d3-4db2-85a2-499f5c9e31b4,1,2000
4509734054,2025-08-12T13:16:02,839,4295.35,QUOTATION,384bae62-8ba8-4cac-b8ad-3df4e68bcafa,4,3000
4553539154,2025-08-18T20:21:05,637,70.84,WAITING,76fa0c16-dc3a-4a9b-b914-de6a0097f3dc,4,4000
4548244069,2025-08-22T12:00:07,997,2112.16,REJECTED,32149af9-a4f0-4e80-a73d-490a9faef06f,5,3000
4505119227,2025-08-23T12:07:25,63,4809.59,REJECTED,0b319577-4ab0-4684-b112-b27aad212cb1,5,4000
4575486408,2025-07-23T15:27:23,986,2691.52,REJECTED,651e8d5b-8636-4635-a934-6f9427d506b8,1,3000
4532952975,2025-06-16T10:32:11,664,2583.65,QUOTATION,b577718c-a2a9-4f8a-a41c-7cac0d102aab,1,1000
4503709772,2025-10-27T09:06:39,26,898.97,QUOTATION,791660af-f0db-4fbd-a3a4-86bd38182556,1,1000
4586980928,2025-09-10T01:50:19,283,8394.2,APPROVED,5257f4f1-580e-4eb3-89f9-6cae458e4509,4,2000
4514935380,2025-10-05T10:04:47,423,9594.71,REJECTED,3d3527a9-4ef5-45d5-83c2-4178789f9921,1,2000
4503035291,2025-07-14T14:41:11,492,23.41,REJECTED,e069016d-d217-4fbc-b438-1e8790b731fb,4,4000
4597374072,2025-08-17T11:57:22,393,8221.12,WAITING,31ac60a6-1bc1-442c-ae10-4a420f770538,3,4000
4550911598,2025-11-21T21:20:19,874,1541.15,APPROVED,b0154cbb-c693-4062-88b9-a8acf4402b56,2,1000
4544390256,2025-10-06T14:45:41,362,8022.99,QUOTATION,a9da22e7-f42f-4428-9083-96395b7a7e9a,2,3000
4549740187,2025-10-16T09:13:04,144,6061.95,APPROVED,110f8801-eea1-420d-98e6-dd439569747b,3,2000
4526342325,2025-09-21T02:48:52,228,9478.96,APPROVED,6c55f239-a4f0-4edd-afe8-02d129db9eda,1,1000
4536743514,2025-10-18T16:22:47,419,9785.72,WAITING,56ae9e46-c0b2-46ca-b51d-5686e00ce4a6,3,4000
4573799079,2025-10-06T07:11:18,747,7092.91,WAITING,ad64acbd-9045-44ec-9111-f6b3b90cb060,5,3000
4504944801,2025-06-03T15:28:05,627,9771.87,APPROVED,9fc109ea-2585-4c23-9329-2ccda2d964eb,3,3000
4509731620,2025-10-27T08:56:02,479,1328.15,WAITING,12a301b9-4c71-4181-a853-d29be7b6bd18,1,3000
4549949286,2025-08-09T04:19:25,59,773.54,WAITING,ebfe58ef-0dee-41d8-859e-ae2bff66e7fc,3,2000
4558144104,2025-06-23T14:41:56,670,986.0,APPROVED,37bf8863-0046-49cb-a72c-f7e41661214b,3,4000
4502603325,2025-10-20T17:40:09,517,3456.87,WAITING,2ab670e8-49e3-4a95-9871-d937f77b5927,5,3000
4551718938,2025-07-22T06:51:57,304,1958.82,REJECTED,ce1eeb99-74a8-4547-b95c-345102c07d21,1,2000
4514476889,2025-06-27T14:29:43,733,8640.6,QUOTATION,eb8e5632-45d0-47e9-bcc0-ee76bf030643,4,3000
4592250517,2025-09-01T21:46:17,994,4984.9,WAITING,56ae9e46-c0b2-46ca-b51d-5686e00ce4a6,1,3000
4506930923,2025-11-11T19:03:18,981,2767.41,WAITING,b020551c-5fe7-45ea-881a-6fa78332362d,5,3000
4551759673,2025-07-10T01:58:33,375,3047.4,APPROVED,8ca5ca23-a910-469b-aec1-73bd31d74ba2,3,2000
4599478882,2025-11-07T22:33:02,772,6881.58,APPROVED,d4dbba0a-2b26-4233-9017-bb25b2e860f3,5,1000
4597340466,2025-08-11T13:19:13,469,5234.62,REJECTED,de541e55-b7b6-404a-8ce0-a6f1ea925750,4,1000
4508219652,2025-06-26T17:43:30,662,1569.57,REJECTED,31ac60a6-1bc1-442c-ae10-4a420f770538,4,4000
4506507581,2025-07-21T22:20:19,953,2975.87,APPROVED,15ddc72a-7103-4a88-a951-49c5aa75affd,1,3000
4594947268,2025-06-14T08:03:27,35,3948.29,WAITING,12a301b9-4c71-4181-a853-d29be7b6bd18,2,1000
4523699391,2025-11-28T12:41:01,445,7380.62,APPROVED,3ee51816-f540-45e6-8401-474c5df84e78,5,3000
4508838048,2025-07-13T23:04:53,929,9711.52,QUOTATION,a9da22e7-f42f-4428-9083-96395b7a7e9a,5,2000
4599997373,2025-07-01T15:06:50,250,4641.06,QUOTATION,fcc9df1e-2761-4b55-8f60-015b21066d78,1,4000
4576997267,2025-11-04T01:20:12,308,2250.3,WAITING,d0d94739-009d-44aa-ae3d-8c35a65083c5,4,3000
4584421846,2025-07-12T04:48:15,151,6057.83,REJECTED,6cc3c3b9-23fa-4969-8791-af89dedc62c9,3,4000
4533213993,2025-06-16T00:34:29,170,5760.38,QUOTATION,ce1eeb99-74a8-4547-b95c-345102c07d21,1,4000
4527634971,2025-10-14T01:52:22,197,3376.07,APPROVED,ba3d4978-80db-4a12-9f06-e4c698936184,4,3000
4525097644,2025-09-21T09:54:11,236,6045.23,WAITING,a4926703-442b-4179-808a-04de7d4e1015,4,3000
4528455067,2025-06-07T06:08:18,258,8051.25,APPROVED,bcebc30c-15e5-48e2-9c32-c86d886f82a0,2,2000
4593155610,2025-10-14T13:49:30,57,3359.07,REJECTED,408c4fe5-9066-4997-8f1c-ad8daae4b1f6,4,4000
4586930944,2025-07-07T02:29:52,463,8079.33,WAITING,41e46c83-90d4-4836-a022-b900a018b3fa,4,3000
4545790591,2025-11-21T06:54:07,908,1135.62,QUOTATION,110f8801-eea1-420d-98e6-dd439569747b,1,4000
4565035543,2025-09-06T20:19:40,298,8349.25,QUOTATION,eb8e5632-45d0-47e9-bcc0-ee76bf030643,1,4000
4538019698,2025-09-07T14:03:52,709,9202.54,APPROVED,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,5,2000
4545873042,2025-08-04T09:33:33,257,2186.49,APPROVED,5257f4f1-580e-4eb3-89f9-6cae458e4509,3,1000
4507408200,2025-10-26T03:35:24,83,4230.37,WAITING,384bae62-8ba8-4cac-b8ad-3df4e68bcafa,1,2000
4562162748,2025-07-21T20:23:59,415,8412.43,WAITING,dbce3e63-1a5c-4595-a1f9-d09c3d978567,2,2000
4599320656,2025-07-08T18:26:23,875,2485.71,QUOTATION,00a417fb-f2b9-4bb8-90c0-0787c3f2e3c7,3,2000
4514942566,2025-08-11T07:18:29,233,5680.52,WAITING,0c328cd6-def4-4097-8b5d-ef9b4362cfd3,3,2000
4568692320,2025-08-13T20:51:27,14,3879.39,QUOTATION,2cf52c48-a37c-4244-a030-3fe16c443ecd,1,3000
4516975692,2025-10-11T20:19:34,400,7463.56,REJECTED,ba3d4978-80db-4a12-9f06-e4c698936184,4,2000
4550686412,2025-10-04T17:48:24,274,1568.54,APPROVED,9fc109ea-2585-4c23-9329-2ccda2d964eb,5,2000
4516188235,2025-10-27T13:16:48,255,4013.65,QUOTATION,41f3b33b-8871-42fd-90d5-1d1d9f2d5aed,3,3000
4555915168,2025-08-28T17:31:56,967,5388.69,WAITING,4a5df305-6d85-4b5a-81ca-b2a776017f8f,4,1000
4589285085,2025-08-16T16:20:15,206,1162.7,APPROVED,9c7454a7-b80c-4d19-b841-4c0343b75add,2,2000
4590036025,2025-06-15T21:01:19,402,5112.0,REJECTED,fcc9df1e-2761-4b55-8f60-015b21066d78,3,2000
4570639907,2025-06-01T11:04:49,282,6410.84,REJECTED,e7ba4d18-37bf-472c-9d3a-7756c21a55c9,3,2000
4542281998,2025-07-02T20:04:06,673,8277.68,REJECTED,aa51a37d-2867-459b-8885-b5c8b161616a,1,4000
4546893561,2025-08-19T11:16:12,322,8109.86,WAITING,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,2,2000
4577302436,2025-10-11T00:48:10,308,7612.52,WAITING,791660af-f0db-4fbd-a3a4-86bd38182556,4,1000
4505611116,2025-06-02T18:36:25,650,1580.94,APPROVED,b577718c-a2a9-4f8a-a41c-7cac0d102aab,3,2000
4526969295,2025-09-05T16:24:56,981,7971.8,QUOTATION,15ddc72a-7103-4a88-a951-49c5aa75affd,4,4000
4560941880,2025-07-17T06:25:17,175,5534.8,APPROVED,3d3527a9-4ef5-45d5-83c2-4178789f9921,2,4000
4502236948,2025-10-20T20:06:38,368,1757.91,REJECTED,834a14f7-cbd7-4220-9587-cd61c93c8253,4,4000
4501941683,2025-11-07T20:37:57,307,3485.6,REJECTED,791660af-f0db-4fbd-a3a4-86bd38182556,2,4000
4521597567,2025-07-16T09:10:29,392,8544.68,WAITING,b6bbc970-46d2-4ff4-9c52-80f378cfe8ea,5,1000
4542691667,2025-10-20T21:10:28,192,782.67,QUOTATION,a1ad3c2b-45ca-491c-8ef2-a64af7d19e43,1,2000
4531197399,2025-10-10T10:09:26,601,94.52,APPROVED,28d388a1-0e70-41d0-a8a1-abb9e3263b7b,1,1000
4565647878,2025-10-08T01:52:37,160,953.16,QUOTATION,2ab670e8-49e3-4a95-9871-d937f77b5927,2,3000
4558672342,2025-09-07T07:57:35,420,3470.84,QUOTATION,651e8d5b-8636-4635-a934-6f9427d506b8,3,3000
4554217267,2025-08-18T12:38:52,503,9749.3,WAITING,e069016d-d217-4fbc-b438-1e8790b731fb,2,1000
